text,label,cleansing,casefolding,tokenizing,stopword
"@hikmou1 mbak itu juga mcd yg pernah viral gara2 pelayanan nya kurang menyenangkan, videonya sempat rame di grup komunitas driver shopee food. Aplikasi untuk order online tidak dimatikan dulu padahal driver nya numpuk banyak banget disana. crowded pokoknya",negatif,mbak itu juga mcd yg pernah viral gara pelayanan nya kurang menyenangkan videonya sempat rame di grup komunitas driver aplikasi untuk order online tidak dimatikan dulu padahal driver nya numpuk banyak banget disana crowded pokoknya,mbak itu juga mcd yg pernah viral gara pelayanan nya kurang menyenangkan videonya sempat rame di grup komunitas driver aplikasi untuk order online tidak dimatikan dulu padahal driver nya numpuk banyak banget disana crowded pokoknya,"['mbak', 'itu', 'juga', 'mcd', 'yg', 'pernah', 'viral', 'gara', 'pelayanan', 'nya', 'kurang', 'menyenangkan', 'videonya', 'sempat', 'rame', 'di', 'grup', 'komunitas', 'driver', 'aplikasi', 'untuk', 'order', 'online', 'tidak', 'dimatikan', 'dulu', 'padahal', 'driver', 'nya', 'numpuk', 'banyak', 'banget', 'disana', 'crowded', 'pokoknya']",mbak mcd yg viral gara pelayanan nya menyenangkan videonya rame grup komunitas driver aplikasi order online dimatikan driver nya numpuk banget disana crowded pokoknya
"Lagi mau shopeefood, tapi kurang 500 perak__",negatif,lagi mau tapi kurang perak,lagi mau tapi kurang perak,"['lagi', 'mau', 'tapi', 'kurang', 'perak']",perak
-dips! saran makan siang yg bisa shopeefood dong,netral,dips saran makan siang yg bisa dong,dips saran makan siang yg bisa dong,"['dips', 'saran', 'makan', 'siang', 'yg', 'bisa', 'dong']",dips saran makan siang yg
"driver shopeefood ngeri buset, barusan accept tiba-tiba udah kaya ngespawn depan rumah __",negatif,driver ngeri buset barusan accept tibatiba udah kaya ngespawn depan rumah,driver ngeri buset barusan accept tibatiba udah kaya ngespawn depan rumah,"['driver', 'ngeri', 'buset', 'barusan', 'accept', 'tibatiba', 'udah', 'kaya', 'ngespawn', 'depan', 'rumah']",driver ngeri buset barusan accept tibatiba udah kaya ngespawn rumah
"ternyata lebih murah gofood, dan selama ini aku pesennya di shopeefood __",negatif,ternyata lebih murah gofood dan selama ini aku pesennya di,ternyata lebih murah gofood dan selama ini aku pesennya di,"['ternyata', 'lebih', 'murah', 'gofood', 'dan', 'selama', 'ini', 'aku', 'pesennya', 'di']",murah gofood pesennya
"Siklus ngerjain laprak
1 lembar= tiduran
3 lembar= ngewibu/drakor
1-2 bab= self reward shopeefood
Selesai= auto pergi ke jerman __",netral,siklus ngerjain laprak lembar tiduran lembar ngewibudrakor bab self reward selesai auto pergi ke jerman,siklus ngerjain laprak lembar tiduran lembar ngewibudrakor bab self reward selesai auto pergi ke jerman,"['siklus', 'ngerjain', 'laprak', 'lembar', 'tiduran', 'lembar', 'ngewibudrakor', 'bab', 'self', 'reward', 'selesai', 'auto', 'pergi', 'ke', 'jerman']",siklus ngerjain laprak lembar tiduran lembar ngewibudrakor bab self reward selesai auto pergi jerman
"@tanyakanrl Nganter shopee food berdua astaga, mengiri__ btw aamiin semoga segera dpt kerjaan tetap doimu nder",positif,nganter berdua astaga mengiri btw aamiin semoga segera dpt kerjaan tetap doimu nder,nganter berdua astaga mengiri btw aamiin semoga segera dpt kerjaan tetap doimu nder,"['nganter', 'berdua', 'astaga', 'mengiri', 'btw', 'aamiin', 'semoga', 'segera', 'dpt', 'kerjaan', 'tetap', 'doimu', 'nder']",nganter berdua astaga mengiri btw aamiin semoga dpt kerjaan doimu nder
"@pja_chan Shopeefood for now __

Ada yang free delivery, voucher and paling penting boleh tolak coins yang kita ada sikit __",positif,for now ada yang free delivery voucher and paling penting boleh tolak coins yang kita ada sikit,for now ada yang free delivery voucher and paling penting boleh tolak coins yang kita ada sikit,"['for', 'now', 'ada', 'yang', 'free', 'delivery', 'voucher', 'and', 'paling', 'penting', 'boleh', 'tolak', 'coins', 'yang', 'kita', 'ada', 'sikit']",for now free delivery voucher and tolak coins sikit
@kookiiez__ Mimin infoin juga bahwa Mitra pengemudi ShopeeFood bisa membatalkan pesanan jika belum memilih tombol Beli Pesanan. (2),positif,mimin infoin juga bahwa mitra pengemudi bisa membatalkan pesanan jika belum memilih tombol beli pesanan,mimin infoin juga bahwa mitra pengemudi bisa membatalkan pesanan jika belum memilih tombol beli pesanan,"['mimin', 'infoin', 'juga', 'bahwa', 'mitra', 'pengemudi', 'bisa', 'membatalkan', 'pesanan', 'jika', 'belum', 'memilih', 'tombol', 'beli', 'pesanan']",mimin infoin mitra pengemudi membatalkan pesanan memilih tombol beli pesanan
"@kookiiez__ Hi kak, makasih ya atas masukkannya. Terkait saran dari kamu akan menjadi acuan agar ShopeeFood menjadi lebih baik lagi (1)",positif,hi kak makasih ya atas masukkannya terkait saran dari kamu akan menjadi acuan agar menjadi lebih baik lagi,hi kak makasih ya atas masukkannya terkait saran dari kamu akan menjadi acuan agar menjadi lebih baik lagi,"['hi', 'kak', 'makasih', 'ya', 'atas', 'masukkannya', 'terkait', 'saran', 'dari', 'kamu', 'akan', 'menjadi', 'acuan', 'agar', 'menjadi', 'lebih', 'baik', 'lagi']",hi kak makasih ya masukkannya terkait saran acuan
Lah setengah jam buka shopeefood tapi masih bingung nak beli apo __,negatif,lah setengah jam buka tapi masih bingung nak beli apo,lah setengah jam buka tapi masih bingung nak beli apo,"['lah', 'setengah', 'jam', 'buka', 'tapi', 'masih', 'bingung', 'nak', 'beli', 'apo']",jam buka bingung nak beli apo
@pittssuda @cheajibsayang Gunalaa shopee food. Banyak jugak promo,positif,gunalaa banyak jugak promo,gunalaa banyak jugak promo,"['gunalaa', 'banyak', 'jugak', 'promo']",gunalaa jugak promo
"@ShopeeID Min bikin fitur cancel shopee food dong. Ini kalo restonya tutup ribet bgt. Kasian driver nya juga, gada yg bisa cancel.",negatif,min bikin fitur cancel dong ini kalo restonya tutup ribet bgt kasian driver nya juga gada yg bisa cancel,min bikin fitur cancel dong ini kalo restonya tutup ribet bgt kasian driver nya juga gada yg bisa cancel,"['min', 'bikin', 'fitur', 'cancel', 'dong', 'ini', 'kalo', 'restonya', 'tutup', 'ribet', 'bgt', 'kasian', 'driver', 'nya', 'juga', 'gada', 'yg', 'bisa', 'cancel']",min bikin fitur cancel kalo restonya tutup ribet bgt kasian driver nya gada yg cancel
"@silverpuppyoo Hai kak, untuk kita ada promo di Shopeefood dan Grabfood ya. Jangan lupa klaim dan masukan voucher sebelum order Mie Gacoan __",positif,hai kak untuk kita ada promo di dan grabfood ya jangan lupa klaim dan masukan voucher sebelum order mie gacoan,hai kak untuk kita ada promo di dan grabfood ya jangan lupa klaim dan masukan voucher sebelum order mie gacoan,"['hai', 'kak', 'untuk', 'kita', 'ada', 'promo', 'di', 'dan', 'grabfood', 'ya', 'jangan', 'lupa', 'klaim', 'dan', 'masukan', 'voucher', 'sebelum', 'order', 'mie', 'gacoan']",hai kak promo grabfood ya lupa klaim masukan voucher order mie gacoan
"@pja_chan shopeefood because I AM ALWAYS CHOOSY nak bayar delivery. even rm2 dekat fpanda, nanti dalam hati, ala kalau sfood dah boleh tolak dah ni. dah berapa kali pegi all 3 apps last2 balik ke sfood jugak walaupun kengkadang bosan, mostly sbb voucher dia",netral,because i am always choosy nak bayar delivery even rm dekat fpanda nanti dalam hati ala kalau sfood dah boleh tolak dah ni dah berapa kali pegi all apps last balik ke sfood jugak walaupun kengkadang bosan mostly sbb voucher dia,because i am always choosy nak bayar delivery even rm dekat fpanda nanti dalam hati ala kalau sfood dah boleh tolak dah ni dah berapa kali pegi all apps last balik ke sfood jugak walaupun kengkadang bosan mostly sbb voucher dia,"['because', 'i', 'am', 'always', 'choosy', 'nak', 'bayar', 'delivery', 'even', 'rm', 'dekat', 'fpanda', 'nanti', 'dalam', 'hati', 'ala', 'kalau', 'sfood', 'dah', 'boleh', 'tolak', 'dah', 'ni', 'dah', 'berapa', 'kali', 'pegi', 'all', 'apps', 'last', 'balik', 'ke', 'sfood', 'jugak', 'walaupun', 'kengkadang', 'bosan', 'mostly', 'sbb', 'voucher', 'dia']",because i am always choosy nak bayar delivery even rm fpanda hati ala sfood dah tolak dah ni dah kali pegi all apps last sfood jugak kengkadang bosan mostly sbb voucher
"Dulu ada yg blg mirip tulus, eh skrg nganter shopeefood d blg mirip andmesh sama yg punya resto. Yaudahlah",positif,dulu ada yg blg mirip tulus eh skrg nganter d blg mirip andmesh sama yg punya resto yaudahlah,dulu ada yg blg mirip tulus eh skrg nganter d blg mirip andmesh sama yg punya resto yaudahlah,"['dulu', 'ada', 'yg', 'blg', 'mirip', 'tulus', 'eh', 'skrg', 'nganter', 'd', 'blg', 'mirip', 'andmesh', 'sama', 'yg', 'punya', 'resto', 'yaudahlah']",yg blg tulus eh skrg nganter d blg andmesh yg resto yaudahlah
"dear @shopeefood_id you have to fixed it soon! 
Order food dan pesenan di terima, eh pas driver sampe resto masih tutup. Mau cancel ngga bisa. 

Template tak berguna dan no solution sampe sekarang!",negatif,dear you have to fixed it soon order dan pesenan di terima eh pas driver sampe resto masih tutup mau cancel ngga bisa template tak berguna dan no solution sampe sekarang,dear you have to fixed it soon order dan pesenan di terima eh pas driver sampe resto masih tutup mau cancel ngga bisa template tak berguna dan no solution sampe sekarang,"['dear', 'you', 'have', 'to', 'fixed', 'it', 'soon', 'order', 'dan', 'pesenan', 'di', 'terima', 'eh', 'pas', 'driver', 'sampe', 'resto', 'masih', 'tutup', 'mau', 'cancel', 'ngga', 'bisa', 'template', 'tak', 'berguna', 'dan', 'no', 'solution', 'sampe', 'sekarang']",dear you have to fixed it soon order pesenan terima eh pas driver sampe resto tutup cancel ngga template berguna no solution sampe
"@melanieppuchino Yg suka beli GrabFood, GoFood dan ShopeeFood pasti pernah lihat. __",netral,yg suka beli grabfood gofood dan pasti pernah lihat,yg suka beli grabfood gofood dan pasti pernah lihat,"['yg', 'suka', 'beli', 'grabfood', 'gofood', 'dan', 'pasti', 'pernah', 'lihat']",yg suka beli grabfood gofood lihat
1.690 bisa dapat apa di Shopee food?,netral,bisa dapat apa di,bisa dapat apa di,"['bisa', 'dapat', 'apa', 'di']",
"@SukabumiiFess sedihnya org kabupaten pinggiran blom ada shopeefood :( , pdhl byk bgt voucher event.. -_-",negatif,sedihnya org kabupaten pinggiran blom ada pdhl byk bgt voucher event,sedihnya org kabupaten pinggiran blom ada pdhl byk bgt voucher event,"['sedihnya', 'org', 'kabupaten', 'pinggiran', 'blom', 'ada', 'pdhl', 'byk', 'bgt', 'voucher', 'event']",sedihnya org kabupaten pinggiran blom pdhl byk bgt voucher event
@shopeefood_id kerja,netral,kerja,kerja,['kerja'],kerja
@worksfess Narik shopeefood lebih banyak dr itu __,netral,narik lebih banyak dr itu,narik lebih banyak dr itu,"['narik', 'lebih', 'banyak', 'dr', 'itu']",narik dr
"[askrl] GUE KESEL BANGET, PESEN SHOPEEFOOD DARITADI NGGA NYAMPE, DIA MALAH BILANG ALAMAT GUE NGGA SESUAI TITIK, PADAHAL JELAS JELAS ITU ALAMAT UDAH SERING GUE PAKE BUAT PESEN APAPUN, MANA TADI UDAH DI SELESAIN PADAHAL MAKANAN NYA BELUM GUE TERIMA SAMA SEKALI ANJIR____",negatif,askrl gue kesel banget pesen daritadi ngga nyampe dia malah bilang alamat gue ngga sesuai titik padahal jelas jelas itu alamat udah sering gue pake buat pesen apapun mana tadi udah di selesain padahal makanan nya belum gue terima sama sekali anjir,askrl gue kesel banget pesen daritadi ngga nyampe dia malah bilang alamat gue ngga sesuai titik padahal jelas jelas itu alamat udah sering gue pake buat pesen apapun mana tadi udah di selesain padahal makanan nya belum gue terima sama sekali anjir,"['askrl', 'gue', 'kesel', 'banget', 'pesen', 'daritadi', 'ngga', 'nyampe', 'dia', 'malah', 'bilang', 'alamat', 'gue', 'ngga', 'sesuai', 'titik', 'padahal', 'jelas', 'jelas', 'itu', 'alamat', 'udah', 'sering', 'gue', 'pake', 'buat', 'pesen', 'apapun', 'mana', 'tadi', 'udah', 'di', 'selesain', 'padahal', 'makanan', 'nya', 'belum', 'gue', 'terima', 'sama', 'sekali', 'anjir']",askrl gue kesel banget pesen daritadi ngga nyampe bilang alamat gue ngga sesuai titik alamat udah gue pake pesen apapun udah selesain makanan nya gue terima anjir
@aleezaniaa masak nasi jgn shopeefood__,negatif,masak nasi jgn,masak nasi jgn,"['masak', 'nasi', 'jgn']",masak nasi jgn
"yaallah aku ingin sampingan nge gofood, grabfood/shopeefood. COBA AJA ADA JASA BIKIN SIM GRATIS____",netral,yaallah aku ingin sampingan nge gofood grabfoodshopeefood coba aja ada jasa bikin sim gratis,yaallah aku ingin sampingan nge gofood grabfoodshopeefood coba aja ada jasa bikin sim gratis,"['yaallah', 'aku', 'ingin', 'sampingan', 'nge', 'gofood', 'grabfoodshopeefood', 'coba', 'aja', 'ada', 'jasa', 'bikin', 'sim', 'gratis']",yaallah sampingan nge gofood grabfoodshopeefood coba aja jasa bikin sim gratis
@JaneeeNoLimit @ShopeeID Lg error kali yak. Aku udh 3 hari ga bisa ngechat driver shopeefood. Keterangannya sending terus. Kasian klo mau nunjuk arah ke bapa driver. Pdhl udh di clear cache dan reinstall __,negatif,lg error kali yak aku udh hari ga bisa ngechat driver keterangannya sending terus kasian klo mau nunjuk arah ke bapa driver pdhl udh di clear cache dan reinstall,lg error kali yak aku udh hari ga bisa ngechat driver keterangannya sending terus kasian klo mau nunjuk arah ke bapa driver pdhl udh di clear cache dan reinstall,"['lg', 'error', 'kali', 'yak', 'aku', 'udh', 'hari', 'ga', 'bisa', 'ngechat', 'driver', 'keterangannya', 'sending', 'terus', 'kasian', 'klo', 'mau', 'nunjuk', 'arah', 'ke', 'bapa', 'driver', 'pdhl', 'udh', 'di', 'clear', 'cache', 'dan', 'reinstall']",lg error kali yak udh ga ngechat driver keterangannya sending kasian klo nunjuk arah bapa driver pdhl udh clear cache reinstall
@shopeefood_id Nonton tv sambil rebahan,netral,nonton tv sambil rebahan,nonton tv sambil rebahan,"['nonton', 'tv', 'sambil', 'rebahan']",nonton tv rebahan
"Laper reflek buka shopeefood, lali aku ndek omah. Dadi mending turu",netral,laper reflek buka lali aku ndek omah dadi mending turu,laper reflek buka lali aku ndek omah dadi mending turu,"['laper', 'reflek', 'buka', 'lali', 'aku', 'ndek', 'omah', 'dadi', 'mending', 'turu']",laper reflek buka lali ndek omah dadi mending turu
"Kepada rider foodpanda, grabfood &amp; shopeefood. 
BOLEH TAK KALAU AMIK ORDER PASTU TAK JUMPA JALAN KE RUMAH CUSTOMER JANGAN NAK MERUNGUT RUNGUT DAN MEMBEBEL. AKU SIAP BAGI LOCATION KT WS SEBAB TAK JUMPA PUNYA PASAL TAPI NAK MERUNGUT.KALAU DAH TAHU TAK LEH NAK KERJA,DUDUK JE RUMAH.",negatif,kepada rider foodpanda grabfood amp boleh tak kalau amik order pastu tak jumpa jalan ke rumah customer jangan nak merungut rungut dan membebel aku siap bagi location kt ws sebab tak jumpa punya pasal tapi nak merungutkalau dah tahu tak leh nak kerjaduduk je rumah,kepada rider foodpanda grabfood amp boleh tak kalau amik order pastu tak jumpa jalan ke rumah customer jangan nak merungut rungut dan membebel aku siap bagi location kt ws sebab tak jumpa punya pasal tapi nak merungutkalau dah tahu tak leh nak kerjaduduk je rumah,"['kepada', 'rider', 'foodpanda', 'grabfood', 'amp', 'boleh', 'tak', 'kalau', 'amik', 'order', 'pastu', 'tak', 'jumpa', 'jalan', 'ke', 'rumah', 'customer', 'jangan', 'nak', 'merungut', 'rungut', 'dan', 'membebel', 'aku', 'siap', 'bagi', 'location', 'kt', 'ws', 'sebab', 'tak', 'jumpa', 'punya', 'pasal', 'tapi', 'nak', 'merungutkalau', 'dah', 'tahu', 'tak', 'leh', 'nak', 'kerjaduduk', 'je', 'rumah']",rider foodpanda grabfood amp amik order pastu jumpa jalan rumah customer nak merungut rungut membebel location kt ws jumpa pasal nak merungutkalau dah leh nak kerjaduduk je rumah
Bagaimana cara memulai jualan di gofood/grabfood/shopeefood?,netral,bagaimana cara memulai jualan di gofoodgrabfoodshopeefood,bagaimana cara memulai jualan di gofoodgrabfoodshopeefood,"['bagaimana', 'cara', 'memulai', 'jualan', 'di', 'gofoodgrabfoodshopeefood']",jualan gofoodgrabfoodshopeefood
"Mana disini jarang yg pake grabfood, gofood &amp; shopeefood kayaknya juga belom ada disini :)))",netral,mana disini jarang yg pake grabfood gofood amp kayaknya juga belom ada disini,mana disini jarang yg pake grabfood gofood amp kayaknya juga belom ada disini,"['mana', 'disini', 'jarang', 'yg', 'pake', 'grabfood', 'gofood', 'amp', 'kayaknya', 'juga', 'belom', 'ada', 'disini']",jarang yg pake grabfood gofood amp kayaknya belom
"Order shopeefood jam segini, pas klik pesan ternyata lokasi restonya ngelewatin ringroad T___T mau di cancel gabisa, udah bilang hati2 kok ke abangnya ajajsjsjsjk bismillah aman2 aza",negatif,order jam segini pas klik pesan ternyata lokasi restonya ngelewatin ringroad tt mau di cancel gabisa udah bilang hati kok ke abangnya ajajsjsjsjk bismillah aman aza,order jam segini pas klik pesan ternyata lokasi restonya ngelewatin ringroad tt mau di cancel gabisa udah bilang hati kok ke abangnya ajajsjsjsjk bismillah aman aza,"['order', 'jam', 'segini', 'pas', 'klik', 'pesan', 'ternyata', 'lokasi', 'restonya', 'ngelewatin', 'ringroad', 'tt', 'mau', 'di', 'cancel', 'gabisa', 'udah', 'bilang', 'hati', 'kok', 'ke', 'abangnya', 'ajajsjsjsjk', 'bismillah', 'aman', 'aza']",order jam segini pas klik pesan lokasi restonya ngelewatin ringroad tt cancel gabisa udah bilang hati abangnya ajajsjsjsjk bismillah aman aza
Punya temen yg suka shopeefood tiao hari bahaya bgt,netral,punya temen yg suka tiao hari bahaya bgt,punya temen yg suka tiao hari bahaya bgt,"['punya', 'temen', 'yg', 'suka', 'tiao', 'hari', 'bahaya', 'bgt']",temen yg suka tiao bahaya bgt
"plisss lagi dilema banget, reply aja secepatnya yaaa
- Martabak asin
- Martabak manis
- Warmindo

aku pengen pesen makan cuman bingung bangett. cuman bisa salah satu biar dapet diskon shopeefood...

ugm_fess",netral,plisss lagi dilema banget reply aja secepatnya yaaa martabak asin martabak manis warmindo aku pengen pesen makan cuman bingung bangett cuman bisa salah satu biar dapet diskon ugmfess,plisss lagi dilema banget reply aja secepatnya yaaa martabak asin martabak manis warmindo aku pengen pesen makan cuman bingung bangett cuman bisa salah satu biar dapet diskon ugmfess,"['plisss', 'lagi', 'dilema', 'banget', 'reply', 'aja', 'secepatnya', 'yaaa', 'martabak', 'asin', 'martabak', 'manis', 'warmindo', 'aku', 'pengen', 'pesen', 'makan', 'cuman', 'bingung', 'bangett', 'cuman', 'bisa', 'salah', 'satu', 'biar', 'dapet', 'diskon', 'ugmfess']",plisss dilema banget reply aja secepatnya yaaa martabak asin martabak manis warmindo pengen pesen makan cuman bingung bangett cuman salah biar dapet diskon ugmfess
@aeysthetich ga masak mie? apa pesan grab/go/shopee food gitu?,netral,ga masak mie apa pesan grabgoshopee gitu,ga masak mie apa pesan grabgoshopee gitu,"['ga', 'masak', 'mie', 'apa', 'pesan', 'grabgoshopee', 'gitu']",ga masak mie pesan grabgoshopee gitu
"@alostvka jgn hubgi shopeefood lg, anggap aja kalian gk pernah kenal atau pesan, thnks",negatif,jgn hubgi lg anggap aja kalian gk pernah kenal atau pesan thnks,jgn hubgi lg anggap aja kalian gk pernah kenal atau pesan thnks,"['jgn', 'hubgi', 'lg', 'anggap', 'aja', 'kalian', 'gk', 'pernah', 'kenal', 'atau', 'pesan', 'thnks']",jgn hubgi lg anggap aja gk kenal pesan thnks
shopeefood skrng pelit bgt promo ew,negatif,skrng pelit bgt promo ew,skrng pelit bgt promo ew,"['skrng', 'pelit', 'bgt', 'promo', 'ew']",skrng pelit bgt promo ew
"Biar aktivitas nontonmu jadi makin seru dan gak repot, pesen snacks pelengkap nontonmu di ShopeeFood aja! _____",positif,biar aktivitas nontonmu jadi makin seru dan gak repot pesen snacks pelengkap nontonmu di aja,biar aktivitas nontonmu jadi makin seru dan gak repot pesen snacks pelengkap nontonmu di aja,"['biar', 'aktivitas', 'nontonmu', 'jadi', 'makin', 'seru', 'dan', 'gak', 'repot', 'pesen', 'snacks', 'pelengkap', 'nontonmu', 'di', 'aja']",biar aktivitas nontonmu seru gak repot pesen snacks pelengkap nontonmu aja
